Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT (mins),Avg CTAT (mins),Cancelled by Customer,Customer Cancellation Reason,Cancelled by Driver,Driver Cancellation Reason,Incomplete Ride,Incomplete Ride Reason,Booking Value (₹),Ride Distance (km),Driver Rating,Customer Rating
16-01-2026,02:04:00,CNR0027512,Successful,CUST30167,eBike,MG Road,Malleshwaram,6.6,5.5,No,,No,,No,,430.62,16.6,3.7,4.7
05-01-2026,18:19:00,CNR0027513,Incomplete,CUST97236,eBike,Bagalur,Marathahalli,,,No,,No,,Yes,Customer Demand,928.97,,,
04-01-2026,12:09:00,CNR0027514,Successful,CUST65874,Mini,Rajajinagar,Kalyan Nagar,5,5.5,No,,No,,No,,536.11,27.4,4.1,4.2
22-01-2026,17:06:00,CNR0027515,Cancelled by Customer,CUST66719,Prime Sedan,Koramangala Extension,Rachenahalli,,,Yes,AC is not working,No,,No,,1755.14,,,
08-01-2026,04:44:00,CNR0027516,Successful,CUST22609,Prime SUV,Varthur,Banaswadi,4.7,7.7,No,,No,,No,,848.58,29.9,3.9,4.9
14-01-2026,18:45:00,CNR0027517,Cancelled by Customer,CUST32128,Bike,Bannerghatta Road,Bellandur,,,Yes,Driver is not moving towards pickup location,No,,No,,319.33,,,
08-01-2026,14:31:00,CNR0027518,Successful,CUST69422,Prime Plus,Jakkur,Marathahalli,6.5,4.8,No,,No,,No,,332.39,15.9,4,4.5
09-01-2026,14:52:00,CNR0027519,Successful,CUST44787,Auto,Marathahalli,Yelahanka,10.5,7.6,No,,No,,No,,923.52,2.6,3.8,3.6
01-01-2026,13:33:00,CNR0027520,Successful,CUST18010,Prime SUV,City Market,Rammurthy Nagar,9.9,4.1,No,,No,,No,,903.69,26.9,3.9,3.5
17-01-2026,00:28:00,CNR0027521,Successful,CUST64617,Auto,Ulsoor,Cubbon Park,5.6,7.3,No,,No,,No,,116.76,16.2,4.6,4.7
16-01-2026,07:13:00,CNR0027522,Cancelled by Driver,CUST21736,Mini,Hebbal,Rajajinagar,,,No,,Yes,Personal & Car related issues,No,,365.98,,,
26-01-2026,07:06:00,CNR0027523,Successful,CUST72981,Prime Sedan,Vidyaranyapura,Whitefield,6.2,6.6,No,,No,,No,,965.26,17.3,4.2,4.2
02-01-2026,04:35:00,CNR0027524,Successful,CUST55282,Mini,City Market,Kamakhya,3.9,5.5,No,,No,,No,,141.62,19.5,4.5,3.8
12-01-2026,10:04:00,CNR0027525,Successful,CUST65688,Mini,Peenya,Vidyaranyapura,8.5,6.1,No,,No,,No,,265.71,14,3.9,4.5
14-01-2026,07:10:00,CNR0027526,Successful,CUST26307,Prime SUV,Sarjapur,Mahadevapura,5.6,6.2,No,,No,,No,,408.87,17.4,4.2,4.2
07-01-2026,14:35:00,CNR0027527,Successful,CUST97712,Prime SUV,Outer Ring Road,Frazer Town,8.9,4.4,No,,No,,No,,411.35,17.9,4.5,4.8
28-01-2026,20:41:00,CNR0027528,Successful,CUST83480,Prime SUV,Varthur,Richmond Town,7.7,8.1,No,,No,,No,,421.69,15.3,3.6,4.3
28-01-2026,09:18:00,CNR0027529,Cancelled by Driver,CUST19089,Prime Sedan,Connaught Place,Shivajinagar,,,No,,Yes,The customer was coughing/sick,No,,373.01,,,
14-01-2026,09:41:00,CNR0027530,Incomplete,CUST93884,Mini,Jayanagar,Cubbon Park,,,No,,No,,Yes,Customer Demand,205.36,,,
10-01-2026,18:12:00,CNR0027531,Successful,CUST74750,Prime Plus,Kamakhya,Kolar Road,9,5,No,,No,,No,,1520.51,2.1,3.9,5
21-01-2026,14:22:00,CNR0027532,Cancelled by Driver,CUST69125,Bike,Chamrajpet,Chickpet,,,No,,Yes,Customer related issue,No,,425.38,,,
04-01-2026,13:44:00,CNR0027533,Successful,CUST39557,Auto,Peenya,JP Nagar,5.4,5.5,No,,No,,No,,168.17,23.6,4.7,4.8
28-01-2026,22:20:00,CNR0027534,Cancelled by Driver,CUST41785,Bike,Rachenahalli,Electronic City,,,No,,Yes,Customer related issue,No,,995.11,,,
13-01-2026,16:21:00,CNR0027535,Cancelled by Customer,CUST86649,Mini,Connaught Place,Whitefield Phase,,,Yes,AC is not working,No,,No,,434.68,,,
25-01-2026,10:01:00,CNR0027536,Successful,CUST23043,Mini,Richmond Town,Devanahalli,10.4,7.5,No,,No,,No,,388.48,6.2,4.5,4.9
05-01-2026,18:12:00,CNR0027537,Successful,CUST64337,Prime Plus,Ulsoor,Outer Ring Road,10.5,7.6,No,,No,,No,,295.56,2.1,4.7,4.7
16-01-2026,11:54:00,CNR0027538,Successful,CUST84469,eBike,City Market,Koramangala,6.8,5.6,No,,No,,No,,1811.73,21.1,3.8,4.5
12-01-2026,23:56:00,CNR0027539,Cancelled by Driver,CUST62020,eBike,Frazer Town,Shivajinagar,,,No,,Yes,More than permitted people in there,No,,700.49,,,
07-01-2026,12:42:00,CNR0027540,Cancelled by Driver,CUST87076,Prime Plus,Sarjapur,Whitefield,,,No,,Yes,Customer related issue,No,,144.79,,,
10-01-2026,00:30:00,CNR0027541,Successful,CUST45703,Prime Plus,Richmond Town,Whitefield Phase,6.6,4.7,No,,No,,No,,223.04,4.2,4,4.6
01-01-2026,07:39:00,CNR0027542,Cancelled by Driver,CUST49142,Prime SUV,Kengeri,Whitefield,,,No,,Yes,Customer related issue,No,,805.05,,,
28-01-2026,09:52:00,CNR0027543,Cancelled by Driver,CUST28549,Bike,Indiranagar,Jakkur,,,No,,Yes,Personal & Car related issues,No,,844.34,,,
27-01-2026,23:48:00,CNR0027544,Cancelled by Driver,CUST42211,Mini,Whitefield,Bellandur,,,No,,Yes,Personal & Car related issues,No,,796.77,,,
12-01-2026,16:28:00,CNR0027545,Successful,CUST40530,Mini,Kolar Road,Mahadevapura,7,6,No,,No,,No,,468.94,25.7,3.9,4.8
30-01-2026,14:01:00,CNR0027546,Cancelled by Driver,CUST40250,Prime Plus,City Market,Tumkur Road,,,No,,Yes,Customer related issue,No,,734.91,,,
30-01-2026,01:10:00,CNR0027547,Incomplete,CUST40485,Prime Plus,Chamrajpet,Peenya,,,No,,No,,Yes,Customer Demand,770.74,,,
05-01-2026,13:54:00,CNR0027548,Successful,CUST96111,Prime Plus,Hosur Road,JP Nagar,9.4,6.3,No,,No,,No,,356.5,27,4.7,4.8
13-01-2026,00:15:00,CNR0027549,Cancelled by Driver,CUST95915,Prime Plus,Peenya,MG Road,,,No,,Yes,The customer was coughing/sick,No,,105.03,,,
14-01-2026,06:53:00,CNR0027550,Incomplete,CUST21480,Mini,Sarjapur,Kamakhya,,,No,,No,,Yes,Other Issue,218.46,,,
05-01-2026,21:44:00,CNR0027551,Successful,CUST37057,Prime SUV,Indiranagar,Connaught Place,7.5,5.3,No,,No,,No,,120.95,16.6,3.6,4.8
24-01-2026,21:37:00,CNR0027552,Incomplete,CUST24172,Auto,Frazer Town,Brookefield,,,No,,No,,Yes,Customer Demand,199.13,,,
09-01-2026,17:55:00,CNR0027553,Cancelled by Driver,CUST41388,Prime Plus,Varthur,Rammurthy Nagar,,,No,,Yes,The customer was coughing/sick,No,,764.5,,,
19-01-2026,02:00:00,CNR0027554,Successful,CUST37393,Prime SUV,Basavanagudi,Bannerghatta Road,8.1,5.3,No,,No,,No,,953.23,14.5,4.8,4.3
20-01-2026,05:20:00,CNR0027555,Incomplete,CUST54517,Prime SUV,Kalyan Nagar,Koramangala,,,No,,No,,Yes,Other Issue,325.56,,,
24-01-2026,19:48:00,CNR0027556,Successful,CUST91716,Auto,Malleshwaram,Frazer Town,9.5,6.2,No,,No,,No,,657.89,9.7,4.3,4.8
31-01-2026,04:33:00,CNR0027557,Incomplete,CUST38193,eBike,Peenya,Chamrajpet,,,No,,No,,Yes,Other Issue,265.83,,,
08-01-2026,03:03:00,CNR0027558,Successful,CUST33559,Prime SUV,Chamrajpet,Mahadevapura,6.1,8.9,No,,No,,No,,298.04,14.2,4,4.8
04-01-2026,16:40:00,CNR0027559,Cancelled by Customer,CUST63719,Bike,JP Nagar,Frazer Town,,,Yes,Wrong Address,No,,No,,973.78,,,
27-01-2026,15:54:00,CNR0027560,Successful,CUST44838,Prime Plus,Varthur,Koramangala Extension,8.9,6.2,No,,No,,No,,257.57,26.2,4.1,3.5
22-01-2026,18:22:00,CNR0027561,Successful,CUST41205,Bike,Basavanagudi,Banaswadi,6.8,9.2,No,,No,,No,,893.91,13.9,3.9,4.1
11-01-2026,00:57:00,CNR0027562,Successful,CUST59483,Prime SUV,Bagalur,HSR Layout,6.7,7,No,,No,,No,,335.84,18.5,4.4,3.7
22-01-2026,18:45:00,CNR0027563,Cancelled by Customer,CUST92870,Prime Sedan,Malleshwaram,Kalyan Nagar,,,Yes,Driver is not moving towards pickup location,No,,No,,456.24,,,
18-01-2026,03:21:00,CNR0027564,Successful,CUST75507,Auto,Koramangala,Whitefield Phase,12.4,6.1,No,,No,,No,,962.61,7.2,4.5,4.1
24-01-2026,12:31:00,CNR0027565,Incomplete,CUST51383,Bike,Malleshwaram,Indiranagar,,,No,,No,,Yes,Customer Demand,162.67,,,
27-01-2026,16:17:00,CNR0027566,Successful,CUST76397,Prime Plus,Outer Ring Road,Chickpet,9.9,8.2,No,,No,,No,,563.35,7,3.7,4.1
28-01-2026,11:07:00,CNR0027567,Successful,CUST62413,Auto,MG Road,Vidyaranyapura,11.8,5.2,No,,No,,No,,334.28,27.2,4.7,4.6
16-01-2026,11:24:00,CNR0027568,Successful,CUST32579,Bike,Connaught Place,Rachenahalli,9.2,8,No,,No,,No,,454.97,5.7,4.5,4.1
14-01-2026,19:58:00,CNR0027569,Cancelled by Customer,CUST51144,Mini,Outer Ring Road,Varthur,,,Yes,Driver asked to cancel,No,,No,,979.89,,,
29-01-2026,08:15:00,CNR0027570,Successful,CUST67039,eBike,Ulsoor,Vidyaranyapura,11.3,5,No,,No,,No,,308.99,27.1,4.2,5
29-01-2026,03:53:00,CNR0027571,Successful,CUST17029,eBike,Yelahanka,Koramangala,7.4,4.5,No,,No,,No,,408.54,26.5,4.8,4.2
31-01-2026,05:45:00,CNR0027572,Successful,CUST57772,Prime Sedan,MG Road,Jayanagar,10.2,6.8,No,,No,,No,,459.83,27.4,3.7,4.3
07-01-2026,14:16:00,CNR0027573,Cancelled by Driver,CUST94650,Prime SUV,Yelahanka,Basavanagudi,,,No,,Yes,More than permitted people in there,No,,838.13,,,
16-01-2026,04:39:00,CNR0027574,Cancelled by Driver,CUST47468,eBike,Malleshwaram,Outer Ring Road,,,No,,Yes,Personal & Car related issues,No,,335.21,,,
12-01-2026,00:04:00,CNR0027575,Successful,CUST54838,Auto,Shivajinagar,Brookefield,4.8,6.1,No,,No,,No,,989.11,21.4,4.6,4
31-01-2026,08:49:00,CNR0027576,Successful,CUST73320,Prime Sedan,Yelahanka,Brookefield,11,6.5,No,,No,,No,,438.66,16.3,4.3,4.4
27-01-2026,06:00:00,CNR0027577,Successful,CUST88746,Bike,Hosur Road,Koramangala Extension,9.7,7.3,No,,No,,No,,969.68,18.4,4.4,3.9
07-01-2026,17:03:00,CNR0027578,Cancelled by Customer,CUST49882,Prime SUV,Electronic City,Koramangala,,,Yes,Driver is not moving towards pickup location,No,,No,,459.5,,,
14-01-2026,03:39:00,CNR0027579,Successful,CUST20541,eBike,Banaswadi,Peenya,8.9,6,No,,No,,No,,288.2,20.1,4.5,4.9
23-01-2026,00:46:00,CNR0027580,Cancelled by Driver,CUST91840,Bike,OMR Road,Rachenahalli,,,No,,Yes,Customer related issue,No,,556.36,,,
06-01-2026,15:23:00,CNR0027581,Successful,CUST61731,Prime Sedan,Chamrajpet,Rammurthy Nagar,8,7.9,No,,No,,No,,681.7,17.5,4,4.8
05-01-2026,16:47:00,CNR0027582,Cancelled by Driver,CUST16974,Prime SUV,Whitefield,Chickpet,,,No,,Yes,Personal & Car related issues,No,,448.32,,,
10-01-2026,20:26:00,CNR0027583,Successful,CUST64881,Prime Sedan,Yelahanka,Tumkur Road,10.5,7.3,No,,No,,No,,167.27,14.6,3.7,4
29-01-2026,02:17:00,CNR0027584,Successful,CUST51995,Prime Sedan,Kolar Road,Bannerghatta Road,5.5,5,No,,No,,No,,441.96,13.9,4.7,4.2
30-01-2026,10:37:00,CNR0027585,Successful,CUST69606,Prime Plus,Rachenahalli,Ulsoor,7.2,3.9,No,,No,,No,,480.17,26.5,3.6,4.9
12-01-2026,23:18:00,CNR0027586,Successful,CUST20487,Prime Sedan,Richmond Town,Kengeri,8.1,6.5,No,,No,,No,,1192.41,6.1,3.5,4.5
29-01-2026,11:17:00,CNR0027587,Successful,CUST96532,Bike,Malleshwaram,Marathahalli,11.8,4,No,,No,,No,,297.11,12.4,4.1,4
13-01-2026,19:29:00,CNR0027588,Cancelled by Customer,CUST95103,Prime SUV,Electronic City,Hebbal,,,Yes,Driver asked to cancel,No,,No,,951.44,,,
29-01-2026,15:38:00,CNR0027589,Successful,CUST74539,Auto,Vijayanagar,Bellandur,6.7,5,No,,No,,No,,184.62,15.3,3.9,4.1
09-01-2026,20:47:00,CNR0027590,Successful,CUST42075,Auto,Sarjapur,Jakkur,6.6,4.8,No,,No,,No,,837.63,26.4,4.6,4.2
19-01-2026,03:20:00,CNR0027591,Cancelled by Driver,CUST28492,Prime Plus,Peenya,Basavanagudi,,,No,,Yes,More than permitted people in there,No,,247.56,,,
12-01-2026,16:38:00,CNR0027592,Incomplete,CUST85514,Prime SUV,Sarjapur,Richmond Town,,,No,,No,,Yes,Customer Demand,401.4,,,
01-01-2026,05:02:00,CNR0027593,Incomplete,CUST62333,Prime SUV,Vijayanagar,Yeshwantpur,,,No,,No,,Yes,Other Issue,239.13,,,
28-01-2026,22:26:00,CNR0027594,Successful,CUST66701,eBike,Kengeri,Hosur Road,8.7,3,No,,No,,No,,483.68,3.7,4.9,3.6
01-01-2026,23:29:00,CNR0027595,Successful,CUST15860,Mini,Kamakhya,Electronic City,6,8.3,No,,No,,No,,615.68,13.1,3.9,4.9
14-01-2026,07:07:00,CNR0027596,Successful,CUST88407,eBike,Tumkur Road,Whitefield,6.3,4.2,No,,No,,No,,357.2,26.1,3.7,4.8
30-01-2026,00:59:00,CNR0027597,Successful,CUST53342,Prime Sedan,Cubbon Park,Richmond Town,9.3,8.6,No,,No,,No,,626.65,9.3,4.8,4.4
08-01-2026,20:02:00,CNR0027598,Successful,CUST28546,eBike,Indiranagar,Varthur,9.3,6.4,No,,No,,No,,194.15,3.9,4,4.4
21-01-2026,05:54:00,CNR0027599,Successful,CUST60364,Auto,Rajajinagar,Yelahanka,5.7,5.7,No,,No,,No,,840.34,24.7,3.7,4.3
18-01-2026,22:28:00,CNR0027600,Successful,CUST88312,Prime SUV,Hosur Road,Kalyan Nagar,9.8,6.4,No,,No,,No,,152.67,3.8,4.6,3.8
17-01-2026,11:24:00,CNR0027601,Cancelled by Driver,CUST53902,Prime Sedan,Whitefield Phase,Koramangala,,,No,,Yes,Personal & Car related issues,No,,106.53,,,
05-01-2026,15:26:00,CNR0027602,Cancelled by Driver,CUST14179,eBike,Bannerghatta Road,Mahadevapura,,,No,,Yes,Personal & Car related issues,No,,641.32,,,
07-01-2026,17:25:00,CNR0027603,Incomplete,CUST36609,Mini,Kamakhya,Devanahalli,,,No,,No,,Yes,Other Issue,397.83,,,
01-01-2026,23:54:00,CNR0027604,Successful,CUST47539,Prime Plus,Connaught Place,Frazer Town,6.4,5.3,No,,No,,No,,317.52,6.1,3.6,4.9
09-01-2026,13:28:00,CNR0027605,Successful,CUST50067,Bike,Tumkur Road,Varthur,7.8,4.1,No,,No,,No,,676.26,24,4.9,4.4
06-01-2026,17:38:00,CNR0027606,Cancelled by Driver,CUST65432,Mini,Chamrajpet,Kengeri,,,No,,Yes,More than permitted people in there,No,,1614.98,,,
06-01-2026,23:21:00,CNR0027607,Cancelled by Driver,CUST32967,Prime SUV,Sarjapur,Chickpet,,,No,,Yes,Personal & Car related issues,No,,191.16,,,
19-01-2026,21:36:00,CNR0027608,Cancelled by Customer,CUST36071,eBike,Jakkur,Malleshwaram,,,Yes,Driver asked to cancel,No,,No,,124.25,,,
15-01-2026,21:36:00,CNR0027609,Successful,CUST40699,Prime SUV,Shivajinagar,Chamrajpet,8.3,7.4,No,,No,,No,,660.63,6.4,4,4.6
31-01-2026,03:51:00,CNR0027610,Successful,CUST29868,Mini,Frazer Town,Hebbal,8,4.8,No,,No,,No,,458.54,23.4,3.8,4.5
04-01-2026,13:37:00,CNR0027611,Cancelled by Driver,CUST20415,Prime Plus,Cubbon Park,Hosur Road,,,No,,Yes,More than permitted people in there,No,,648.32,,,
02-01-2026,03:14:00,CNR0027612,Successful,CUST70694,eBike,Marathahalli,Gavipuram,10.5,8.7,No,,No,,No,,250.28,3.3,4.6,3.5
25-01-2026,20:40:00,CNR0027613,Incomplete,CUST42448,Prime SUV,Rajajinagar,Yelahanka,,,No,,No,,Yes,Other Issue,351.53,,,
20-01-2026,12:18:00,CNR0027614,Cancelled by Driver,CUST70594,Prime SUV,Banaswadi,Rammurthy Nagar,,,No,,Yes,Customer related issue,No,,662.19,,,
01-01-2026,06:19:00,CNR0027615,Successful,CUST56273,Prime Sedan,Mahadevapura,Basavanagudi,10.5,2.7,No,,No,,No,,237.26,18.8,4.9,4.7
15-01-2026,11:14:00,CNR0027616,Successful,CUST93977,eBike,Peenya,Connaught Place,8,7,No,,No,,No,,216.38,21.7,4.3,4.8
25-01-2026,05:25:00,CNR0027617,Successful,CUST70170,Prime SUV,Kamakhya,Brookefield,9.5,3.4,No,,No,,No,,217.92,12,4.5,4.9
16-01-2026,04:59:00,CNR0027618,Successful,CUST95604,Auto,Cubbon Park,Malleshwaram,6.6,3.5,No,,No,,No,,938.86,14.9,4.3,4.3
03-01-2026,22:46:00,CNR0027619,Successful,CUST44637,Prime Sedan,Shivajinagar,Kamakhya,5.6,4.8,No,,No,,No,,1180.01,19.5,4.4,4.6
15-01-2026,08:53:00,CNR0027620,Incomplete,CUST10119,Bike,Malleshwaram,Kalyan Nagar,,,No,,No,,Yes,Other Issue,595.72,,,
24-01-2026,00:25:00,CNR0027621,Cancelled by Driver,CUST42674,eBike,Basavanagudi,Yeshwantpur,,,No,,Yes,Customer related issue,No,,123.46,,,
21-01-2026,02:33:00,CNR0027622,Successful,CUST53621,Prime SUV,Kamakhya,Indiranagar,5.5,5.3,No,,No,,No,,177.45,23.2,4.4,4.9
26-01-2026,04:29:00,CNR0027623,Successful,CUST45864,Prime Plus,Kalyan Nagar,Ulsoor,9.2,6.5,No,,No,,No,,174.27,17.5,4.1,4.9
29-01-2026,17:03:00,CNR0027624,Cancelled by Driver,CUST36975,Bike,Rammurthy Nagar,Bannerghatta Road,,,No,,Yes,The customer was coughing/sick,No,,191.21,,,
19-01-2026,07:11:00,CNR0027625,Successful,CUST68832,Mini,Devanahalli,Electronic City,9.4,5.4,No,,No,,No,,305.08,9.8,4,4.2
16-01-2026,14:35:00,CNR0027626,Cancelled by Driver,CUST99140,Prime Plus,Connaught Place,Sarjapur,,,No,,Yes,More than permitted people in there,No,,193.29,,,
10-01-2026,07:07:00,CNR0027627,Successful,CUST51648,Mini,Bellandur,Whitefield,5.8,6.8,No,,No,,No,,653.85,19.6,4.6,4.7
28-01-2026,22:32:00,CNR0027628,Successful,CUST25924,Prime Sedan,HSR Layout,Malleshwaram,8.3,7.8,No,,No,,No,,213.63,15.2,4.2,4.7
18-01-2026,01:59:00,CNR0027629,Cancelled by Driver,CUST35853,Prime Plus,Koramangala Extension,Chamrajpet,,,No,,Yes,More than permitted people in there,No,,452.11,,,
28-01-2026,16:42:00,CNR0027630,Successful,CUST24965,eBike,Bellandur,Rachenahalli,9.2,5.6,No,,No,,No,,171.9,20,4.4,3.5
24-01-2026,19:06:00,CNR0027631,Cancelled by Driver,CUST15940,Auto,Brookefield,Malleshwaram,,,No,,Yes,Customer related issue,No,,431.36,,,
01-01-2026,12:48:00,CNR0027632,Cancelled by Driver,CUST71030,Prime SUV,Koramangala Extension,Frazer Town,,,No,,Yes,Customer related issue,No,,179.99,,,
24-01-2026,09:47:00,CNR0027633,Cancelled by Driver,CUST95965,Prime Plus,Bellandur,Kengeri,,,No,,Yes,Personal & Car related issues,No,,564.11,,,
29-01-2026,05:44:00,CNR0027634,Cancelled by Driver,CUST88213,Mini,Ulsoor,OMR Road,,,No,,Yes,Customer related issue,No,,232.85,,,
20-01-2026,22:28:00,CNR0027635,Cancelled by Customer,CUST93095,Prime SUV,Tumkur Road,Yeshwantpur,,,Yes,Driver asked to cancel,No,,No,,337.62,,,
24-01-2026,04:45:00,CNR0027636,Successful,CUST63091,Prime Sedan,OMR Road,Shivajinagar,12.3,7,No,,No,,No,,889.75,11,3.6,4.9
10-01-2026,23:43:00,CNR0027637,Successful,CUST57151,Bike,MG Road,Banaswadi,7.7,5.5,No,,No,,No,,231.47,11.4,3.6,4.9
11-01-2026,23:18:00,CNR0027638,Cancelled by Driver,CUST26804,eBike,Indiranagar,Hebbal,,,No,,Yes,More than permitted people in there,No,,167.99,,,
16-01-2026,10:32:00,CNR0027639,Successful,CUST16802,Auto,Yelahanka,Indiranagar,3.1,5.3,No,,No,,No,,519.12,16.6,4.2,4.8
11-01-2026,20:16:00,CNR0027640,Successful,CUST44797,Mini,Sarjapur,OMR Road,7,5.2,No,,No,,No,,185.39,11.8,4.2,4.9
08-01-2026,05:47:00,CNR0027641,Successful,CUST95885,Bike,Marathahalli,Kalyan Nagar,3.8,5.5,No,,No,,No,,750.68,18.1,3.9,4.4
31-01-2026,21:05:00,CNR0027642,Successful,CUST37774,eBike,Vidyaranyapura,Connaught Place,6.1,5.2,No,,No,,No,,493.42,26.2,4.3,4.5
31-01-2026,21:36:00,CNR0027643,Cancelled by Driver,CUST70790,Auto,Whitefield,Outer Ring Road,,,No,,Yes,The customer was coughing/sick,No,,173.7,,,
05-01-2026,15:13:00,CNR0027644,Cancelled by Driver,CUST54847,Prime Plus,Tumkur Road,Rachenahalli,,,No,,Yes,The customer was coughing/sick,No,,256.93,,,
24-01-2026,11:29:00,CNR0027645,Successful,CUST86690,Mini,Mahadevapura,Chickpet,10.9,6,No,,No,,No,,438.67,26.4,4.6,4.7
17-01-2026,15:19:00,CNR0027646,Successful,CUST49274,Auto,Sarjapur,Jayanagar,6.8,6.5,No,,No,,No,,481.28,2.1,4.5,4.5
07-01-2026,23:37:00,CNR0027647,Cancelled by Customer,CUST35163,Prime Sedan,Jayanagar,Jakkur,,,Yes,Driver is not moving towards pickup location,No,,No,,111.15,,,
01-01-2026,11:15:00,CNR0027648,Successful,CUST71541,Bike,Rammurthy Nagar,Kengeri,7,5.2,No,,No,,No,,329.97,7.1,4.8,4.5
03-01-2026,20:59:00,CNR0027649,Successful,CUST94358,eBike,Tumkur Road,Gavipuram,14.3,8.3,No,,No,,No,,977.4,22.2,3.9,4.3
09-01-2026,08:29:00,CNR0027650,Successful,CUST81728,Prime Sedan,Whitefield Phase,Koramangala,7.6,9.1,No,,No,,No,,968.56,20.7,4.5,4.1
05-01-2026,04:33:00,CNR0027651,Successful,CUST20827,Prime SUV,Outer Ring Road,HSR Layout,10.8,5,No,,No,,No,,471.75,21.1,3.8,4.2
09-01-2026,07:24:00,CNR0027652,Cancelled by Driver,CUST87208,Prime SUV,Jakkur,MG Road,,,No,,Yes,Personal & Car related issues,No,,318.04,,,
30-01-2026,18:39:00,CNR0027653,Successful,CUST14441,Prime SUV,Jayanagar,Vidyaranyapura,7.6,6.1,No,,No,,No,,331.17,26,5,3.7
12-01-2026,03:35:00,CNR0027654,Successful,CUST36175,Prime Sedan,Rammurthy Nagar,Hebbal,6.1,5.5,No,,No,,No,,149.72,23.2,4.7,4.1
27-01-2026,07:35:00,CNR0027655,Successful,CUST39323,Prime Sedan,Rammurthy Nagar,Whitefield,7,6,No,,No,,No,,496.07,23.9,3.9,4
25-01-2026,02:17:00,CNR0027656,Successful,CUST74101,Auto,MG Road,Hosur Road,11.1,5.4,No,,No,,No,,751.88,23.2,4.9,4.2
28-01-2026,01:41:00,CNR0027657,Successful,CUST69864,eBike,Tumkur Road,Ulsoor,8.5,4.8,No,,No,,No,,530.97,12.1,5,4.4
11-01-2026,01:51:00,CNR0027658,Incomplete,CUST92954,Prime SUV,Kolar Road,Kalyan Nagar,,,No,,No,,Yes,Vehicle Breakdown,460.69,,,
04-01-2026,03:14:00,CNR0027659,Incomplete,CUST77070,Bike,Yelahanka,Yeshwantpur,,,No,,No,,Yes,Customer Demand,203.24,,,
16-01-2026,10:01:00,CNR0027660,Cancelled by Driver,CUST84275,eBike,Richmond Town,Basavanagudi,,,No,,Yes,Customer related issue,No,,681.08,,,
14-01-2026,06:03:00,CNR0027661,Incomplete,CUST25415,eBike,Kolar Road,OMR Road,,,No,,No,,Yes,Customer Demand,911.4,,,
03-01-2026,10:02:00,CNR0027662,Successful,CUST31973,Mini,Yeshwantpur,Chickpet,6.3,6.1,No,,No,,No,,458.25,18.5,4.9,3.5
23-01-2026,20:30:00,CNR0027663,Successful,CUST91481,Prime Plus,Rajajinagar,Koramangala,6.2,5.3,No,,No,,No,,189.57,12.2,3.8,3.8
15-01-2026,16:29:00,CNR0027664,Successful,CUST17707,Auto,Varthur,OMR Road,7.9,5.6,No,,No,,No,,927.45,27.6,4.7,4.7
29-01-2026,09:03:00,CNR0027665,Incomplete,CUST52512,Prime SUV,Kalyan Nagar,Whitefield,,,No,,No,,Yes,Vehicle Breakdown,403.68,,,
03-01-2026,01:59:00,CNR0027666,Successful,CUST15668,eBike,Kolar Road,Yeshwantpur,7.8,3.9,No,,No,,No,,295.88,18,4.2,3.9
02-01-2026,23:02:00,CNR0027667,Cancelled by Driver,CUST38793,Mini,Yeshwantpur,Jakkur,,,No,,Yes,The customer was coughing/sick,No,,159.63,,,
31-01-2026,00:27:00,CNR0027668,Successful,CUST25156,Prime SUV,Bannerghatta Road,Vijayanagar,6.9,4.5,No,,No,,No,,113.86,27.5,4.5,4.4
19-01-2026,23:52:00,CNR0027669,Successful,CUST62668,Bike,City Market,Rammurthy Nagar,9.9,3.9,No,,No,,No,,1425.26,5.8,4.2,4.7
25-01-2026,03:19:00,CNR0027670,Successful,CUST63036,Prime Plus,Sarjapur,Bannerghatta Road,5.6,7.4,No,,No,,No,,263.05,8.5,4.6,4.8
30-01-2026,20:39:00,CNR0027671,Successful,CUST47403,Prime SUV,Chickpet,Varthur,7.8,6.7,No,,No,,No,,227.5,23.8,3.7,3.7
13-01-2026,21:42:00,CNR0027672,Incomplete,CUST24604,Mini,Devanahalli,Ulsoor,,,No,,No,,Yes,Customer Demand,437.52,,,
07-01-2026,16:19:00,CNR0027673,Successful,CUST67312,Bike,Koramangala,Bannerghatta Road,8.8,7.1,No,,No,,No,,120.46,18.2,4.8,4.6
14-01-2026,23:08:00,CNR0027674,Successful,CUST52582,Mini,Vijayanagar,Koramangala,7.8,6.1,No,,No,,No,,580.74,9.4,3.6,4.8
18-01-2026,21:42:00,CNR0027675,Cancelled by Customer,CUST89800,eBike,Shivajinagar,Bannerghatta Road,,,Yes,Change of plans,No,,No,,171.81,,,
30-01-2026,07:07:00,CNR0027676,Cancelled by Driver,CUST45243,Mini,Connaught Place,Cubbon Park,,,No,,Yes,Personal & Car related issues,No,,956.47,,,
31-01-2026,10:57:00,CNR0027677,Cancelled by Driver,CUST69420,Prime Plus,Jayanagar,Chamrajpet,,,No,,Yes,Personal & Car related issues,No,,608.45,,,
09-01-2026,10:18:00,CNR0027678,Successful,CUST25911,Auto,Yeshwantpur,Basavanagudi,8.6,4.9,No,,No,,No,,489.91,20.5,4.2,3.7
26-01-2026,23:48:00,CNR0027679,Incomplete,CUST63226,Bike,Yeshwantpur,Whitefield,,,No,,No,,Yes,Other Issue,742.96,,,
